text,label
*2014- 2017 Chef d ‘atelier chocolaterie Réauté,Experience
UNIVERSITE PARIS 8 VINCENNES SAINT- DENIS| 2016 - 2019,Education
"Mai 2015 Stagiaire en restauration, Restaurant Flunch —- La Montagne",Experience
"© Coopération, adaptation, rigueur, respect de la confidentialité clients",Skills
- Réalisation de plan 2D,Experience
"(Fruity-Loops, Cubasse, Wave-Lab).",Experience
2014 | MANNEQUINAT,Experience
Distribution et Trade Marketing,Education
+ Encaissement,Experience
Anglais - Professionnel,Skills
11 /2020 — 02/ 2020,Experience
octobre 2021- Juillet 2022,Education
Préparation des colis personnalisés,Experience
e Réalisation et presentation de documents de synthése a destination des Directions,Experience
Formation aux logiciels AUTOCAD et EXCEL,Education
Lycée des Métiers Le Vigean - Eysines (33),Education
v Mises en places de systeme de communication,Experience
"North Platte Hospitality | Nebraska, USA",Experience
2019 - 2021,Education
Avancement),Experience
Respectueuse,Skills
De janvier 2017 a février 2017,Education
"données, actualisation des tableaux de bords, saisie et mise en forme de",Experience
Apte au travail de groupe,Skills
AAAAAAA,Skills
collége Albert camus MEAUX 2018,Education
Responsable du groupe de travail Brevets ;,Experience
vy Python,Skills
"marine, grenades corps de chasses pattes",Experience
CHARGE DE MISSION JURIDIQUE,Experience
Major de Promotion,Education
e Anglais: professionnel (équivalent B2),Skills
eal,Skills
Accueil clientéle / Propreté magasin / Merchandising / Opération commerciales /,Skills
Connaissance des circuits de distribution,Skills
Adobe Creative Suite,Skills
* Participation a l’élaboration du budget annuel,Experience
"cariste, préparateur, gestionnaire de stock et chef d'équipe ce qui me permet aujourd'hui de",Skills
Anglais : lu de niveau C2 ; parlé et écrit de,Skills
2007 Commercial Force de vente en R2 (en deuxiéme rendez-vous) Terme Elec a Voiron France,Education
Conseillere en vente (CDD 6mois),Experience
"Bureau Des Arts création de logo, designs, affiches pour représenter le BDA et ses",Experience
"Master Géographie, aménagement, environnement et développement -",Education
"Poste opticien polyvalent monteur - vendeur — OPTIQUE MOLITOR, Centre ville - gare, Luxembourg",Experience
* Détecte et analyse le potentiel d’achat des clients ou prospects et cherche a,Experience
"Y Gestion de l’administration courante de |’entreprise, des appels téléphoniques et du courrier, mise en",Experience
"Concessionnaire, vente de piéces auto a Créteil",Experience
Feévrier 2017 - Juin 2018,Education
Titre de niveau 6 (BAC+3/4) enregistré au RNCP,Education
Année : 2008 Dipléme de Baccalauréat Générale Langues étrangeéres,Education
> Responsible for the supervision and deployment of 11 engineers working to ITIL Standards,Experience
M1 MEEF Documentation,Education
"v_ Proposer un service, produit adapté a la demande du client",Skills
avancées dans |'utilisation de,Skills
« Réception de commandes,Experience
Mars 2020 - Juin 2020 (Stage arrété suite 4 la pandémie de COVID-19),Experience
¢ Accueillir les clients,Experience
Montreuil. (93100),Education
Formation de 6 mois sur les spécificités produits,Experience
meétaux légers.,Experience
Février 1996- septembre 2001 Directeur d'Etablissement Maximo Brienne le Chateau,Experience
"Teams, Zoom",Skills
Au siége social du MEDEF devant 40,Skills
. Respecter les consigne d'utilisation écrites sur les étiquettes pour effectuer le choix et le dosage des produits des surface a traiter.,Experience
"o GPU Programming, AI, Design and Modeling in VHDL, FPGA/SoC, Computer Vision.",Education
-Découverte d'audiences,Experience
émotionnel des enfants en Guinée cas de la commune de Kaloum.,Experience
- participation a une démarche Iso 9000,Skills
CHARGE EXPLOITATION ET DE SUPPORT CLIENT - VIZYON (EN,Experience
Lycée Brocéliande,Education
2003-2013 ~—_| Professeur de PIANO au CRIC de Vigneux-sur-Seine.,Experience
REVIT @@0@@0@00000,Skills
2016- 2018 Licence de parcours anglais — Université des Comores,Education
Effectuer les mises hors et en service de tous types de matériel de,Experience
+ Grstion ot onganisation du planning éitorial,Experience
Cabinet (Virtus Expertise) confidentia : https://www.virtus-expertise.com/fr/,Experience
Conseil et réalisation d'identités graphiques,Experience
"complexe avec PHP Symphony, tester et documenter une",Education
Attaché commercial itinérant :,Experience
langage BPMN 2.0,Skills
ew Portugais (bilingue),Skills
) 2007 : BACCALAUREAT SERIE LITTERAIRE - Lycée privé Saint Charles Camas 13005 Marseille,Education
des produits et systémes verriers de Saint Gobain,Experience
2010-2011,Experience
"(Instagram, Tiktok, Snapchat)",Skills
Conception de médiation culturelle et ateliers a,Skills
"* Présente aux clients et prospects, qui lui sont confiés une sélection de produits et",Experience
e Gestion de bases de données : Alexandrie (administration),Skills
e Pilotage et réalisation d'un prévisionnel du chiffre d'affaires,Experience
2006-2008 : BAC Science et Technologie de l’Agronomie et du Vivant (STAV) option,Education
2006 a 2007 Responsable fusion suite au rachat de la société par P-FOURNEYRON,Experience
1999/2000 : Préparation au dipldme de,Education
Depuis 2017 ECOLE NATIONALE D’INGENIEURS DE TARBES (ENIT),Education
"Externes, Recensement des besoins, Entretiens de",Experience
Teamcenter,Skills
Wezen confirmé,Skills
* Simulation par élément fini,Education
avec option Information et communication en Premiére,Education
salariés,Skills
(5 semaines),Experience
Percsévérance. motivation et trés bon relationne!,Skills
"¢ Planification, gestion, coordination d'un",Skills
books /semaine),Experience
+ Review and coordination with the experts involved in the book project,Experience
DU 22.11.1993 AU 31.05.1995,Experience
LOGIGONES,Experience
"administrative (autorisations, contrats) et budgétaire.",Experience
2017 - 2021 Lycée Rosa Luxemburg,Education
Classement ;traitement de texte ;réception télephonique,Skills
> Analyse de conformité de devis de prestations suivant un cahier,Skills
=» PACKOFFICE,Skills
07/2009 @ SARL CAMPING GINASSERVIS,Experience
En tant que directeur de gestion,Skills
e Pack Office,Skills
Vacances scolaires & week-ends - Participation aux travaux de la,Experience
"-Suit l’état des stocks, identifie les besoins en approvisionnement et établit les commandes",Experience
CABINET KALIXENS RH - Andrézieux (42),Experience
2019-2020,Experience
>» Gmail,Skills
RECEPTIONNISTE 5 Mois,Experience
= 2008 : Université de Poitiers,Education
"e Vente de solution Réseau IP, LAN, Cybersécurité, Mobile...",Experience
"01/2015 -08/2015 : SNCF ,BBOMBARDIER TRANSPORT",Experience
"e Recherche de l’information : Internet, bases de données, lieux ressources",Experience
06/2004 ASSISTANTE ANIMATRICE ARTS PLASTIQUES,Experience
diagnostique de pannes mateérielles et logicielles,Skills
e Diplémée avec distinction (réussite entre 70% et 79%),Education
Développement des activités,Skills
consommables,Skills
Animation d'un réseau de partenaires,Skills
- Gestion de caisse,Experience
Responsable Comptabilité Clients,Experience
"Commerce internationale, Mathématiques financiéres, Anglais..",Education
- Aide a la prise de repas,Experience
"d'adaptation, résistance au",Skills
professionnel) ou,Education
"données, R, python, Prism",Skills
j'ai donné tout ce qu’ils m’ont appris,Education
% Mise en place des nouveaux concessionnaires,Experience
Suivi des correctifs avec les commanditaires,Experience
"Réaliser un suivi des dossiers clients, fournisseurs ——_—",Skills
© Création et suivi des tableaux de bord;,Experience
Entretenir un poste de,Skills
Cableur raccordeur FTTH D3 Paritel Lyon,Experience
"Ey =) Prospection de marques a l’international, Organisa-",Experience
DEVOPS,Skills
"Lycée Marie Noél, Tourcoing",Education
i Teamwork,Skills
Supply chain (50% du temps),Experience
"informatique,connaissance de la relation-client,analyse financiére",Education
Septembre 2020 - Actuellement (alternance),Experience
"produits, vente, caisse, nettoyage, formation d’un “ Rédaction (Anglais, Francais), Statistiques avancées ,",Skills
Veuille des normes HSE du laboratoire,Experience
"+ Financements et assurances a l'export (COFACE, crédits documentaires), /gestion litiges clients",Skills
03/2002,Experience
"principalement de |l’analyse de données en R, le software de I’Eye tracking était",Experience
H2O PARAPLUIES | Mai 2021 - sept 2022,Experience
"amélioration du procéss , optimisation du reglage et temps de cycle , faire des audits internes",Experience
= Formation Diamant,Education
Alpes,Experience
= Complexe résidentiel de 3 immeubles neufs — 15 M €,Experience
"entre clients, sous-traitants et conducteurs de travaux",Experience
Marketing,Skills
e Management and Maintenance of the production schedule as drafted by the Producer,Experience
Technicienne Assurance Qualité (Alternance),Experience
"(salons, team building, soirées, journées d’innovation, événements internes)",Experience
"Vidéo : InShot, CapCut —_ Facebook Creator Studio",Skills
e 2012 Baccalauréat Technologique en sciences sanitaires et sociale au Lycée Sainte Marie de la,Education
sports / 09/1992 - 09/1998,Experience
"e Résolution des demandes des clients par chat, réseau social",Experience
"« Machine Learning: Python,",Skills
BAC Stmg RH-communication / Lycée Condorcert Saint-Priest,Education
e accueillir les résidents et leurs familles,Experience
Baccalauréat générale Scientifique Mention AB (2020),Education
Anglais Niveau B1,Skills
"en cuir, couture, soudure et collage de doublure bracelet.",Skills
Secteurs d’intervention:,Experience
2016 - 2019,Education
1 month,Experience
locumentaires d'une activité,Skills
Dessinateur Projeteur Industriel (7 mois) 2020,Experience
* Créations vidéo,Experience
des agendas,Skills
"» Diagnostic Et Investigation Aérienne (Panne Réseaux GSM, WIMAX Et ADSL) - Utilisation",Experience
* Pack office * Marketing,Skills
| RESPONSABLE D’ATELIER|,Experience
- 2015-2016 Agent de service -PROCLAIR Marseille,Experience
"e Faire un rapprochement bancaire, aprés comptabilisation de quelques piéces",Experience
™ Gestion de la caisse ; Réception des marchandises,Experience
Frangais : @@@@@,Skills
"visites DUO clients, suivi personnalisé des clients stratégiques et mise en place d’un accord cadre.",Experience
mai - juin 2021,Experience
Briand D’ ETE,Experience
annuelle dans la BU.,Experience
(Avancé),Skills
Lisbonne Lisbonne,Experience
De I’école francaise des attachés de presse : EFAP II,Education
"IMSI, Lyon (69)",Education
"e@ Préparer, intégrer, assembler, raccorder, tester et valider le matériel et les logiciels",Education
- Relations clients,Skills
Réalisations:,Experience
2014-2018,Education
Bonne Maitrise du Frangais,Skills
2000-2016 Responsable Magasin CYRILLUS Montpellier (prét a porter),Experience
e Amadeus,Skills
janvier seulement les week-ends.,Experience
Formation l’art de parler en public,Education
E. LECLERC Troyes - 2019,Experience
Juillet 2018 - Septembre 2018,Experience
-Application de la politique commerciale du groupe,Experience
= Sourcing et détection de,Skills
"= 2000-2002 : Responsable rayon Informatique - SYSTEME CASH, Balaruc (34)",Experience
Vendre des assurances et autres produits par téléphone,Skills
"2001 VICTOR FORMATION, spécialiste des nouvelles technologies de l’informatique et de la",Experience
2013 Baccalauréat Sciences et Techniques de la Gestion,Education
Avril- Stage de fin d’études (6 mois) chez APERAM/CEMEF a Sophia Antipolis.,Experience
e Apprentissage du violoncelle pour débutants et,Experience
e Espagnol,Skills
5.Cuisson du pain,Experience
CDI ¢ Création de |l’agence de Langon en 2001 ¢ Responsable de 3,Experience
Gentlemen Films — June 2019 — August 2019,Experience
¥ Anglais courant parlé et écrit v Excellent relationnel,Skills
2021.,Experience
"de 2013 42018  intérimaire a | année pour les société J2BS , BERGEY arcins 33",Experience
plannings,Skills
¢ Willing to learn,Skills
« Assurer l'enregistrement des ventes afin de garantir un passage,Experience
Organisation d'un salon gastronomique international.,Skills
montage et démontage des moules,Experience
Mende Lycée technique Emile Peytavin,Education
Maestris Lille.,Experience
place lors de chacun événements),Experience
2000-2011 J,Experience
- Validation des deux années de cycle préparatoire PeiP (2018-2020),Education
"IUT de Sceaux, Paris-Saclay - 2021 a 2024",Education
RESPONSABLE TELEVENTE PROSPECT PAGES JAUNES - LILLE/EYSINES.,Experience
e — Suivre le projet et les fournisseurs,Experience
e Excel,Skills
"réaliser les transactions monétaires entre le coffre, les caisses et les transports de fonds",Experience
PLASTIC OMNIUM,Experience
"e Participation aux activités éducatives, sportives, sociales et culturelles",Experience
e Accueil physique et téléphonique des clients,Experience
De 2020 a 2021,Education
1995-1996 7 A - aa ve,Experience
Opérationnelle a l’Emploi Collective) Numérique et,Education
Travail sous pression,Skills
"-Accueille et renseigne les patients, planifie les activités (agenda des consultations) et assure le suivi",Experience
"dysfonctionnements aux professionnels spécialisés, contribuer a la mise en lien entre les différents",Experience
"MySQL, Assembleur, C, C++,",Skills
"Le BHV Marais, Le Bon Marché, C&A)",Experience
Aujourd'hui depuis 2021 // Hutchinson (filiale de Total),Experience
"¢ Gestion et suivi des instances (CST, RSU...)",Experience
Management,Experience
- Posée,Skills
Champagne de Castellane (51),Experience
Vendeur chez Decathlon au rayon Fitness - 2014,Experience
English advanced level course,Education
"Level 14, SL Espagne | 2004 - 2009",Experience
accompagnement de projets liés au réemploi de,Experience
"Responsabilités : gestion d’équipe de 25 a 50 collaborateurs (3 magasins en 5 ans), gestion",Experience
1990. Formation Vente - Représentation.,Education
VENDEUR CONCEPTEUR CONFIRME | DOMUS MOBALPA | SAINT-,Experience
Restauration-bar - Maisons-Alfort (94),Experience
* Conquéte de nouveaux clients.,Experience
Administration * 2015-2018,Education
1980 Formation en Mécanique industrielle BTP,Education
» En cours...,Education
"MBWAY, LILLE",Education
infrastructures réseau télephonie Fibre et DSL,Experience
Python SQL,Skills
Aodt 1993 Directeur d'Etablissement Maximo Le Cateaux,Experience
= Participer a la gestion des flux,Skills
e Anglais : niveau Cl,Skills
"Groupe Rubix, Londres, 8000 collaborateurs 2300 ME.",Experience
Option Droit et Grands Enjeux du Monde,Education
"Avants projets, permis de construire, plans d'execution, visite, suivi et reunion de chantier.",Experience
m Responsable des activités sportives des éléves du primaire au lycée,Experience
e TOEIC - B2 level (820/990),Education
droit durant la L2 de droit : organisation proces,Education
Communication,Education
Pigier Performance Lyon,Education
"Power Point, Word, Excel",Skills
¢ Conformité réglementaire,Skills
an ecc5oo,Skills
* Basic knowledge of aws ECS EC2,Skills
De,Skills
ou par communicati,Experience
Spécialite Automatisme et informatique industrielle.,Education
identifier et traiter les litiges clients,Experience
- Suivi de dossiers clients,Skills
¢ Expérience et rigueur,Skills
* Maitrise des techniques de vente.,Skills
Veille technologique,Skills
students,Experience
e Travail en équipe,Skills
02-2006/06-2006 Conditionnement OCXADIS a St Quentin Fallavier,Experience
Gestes et postures de,Skills
Contentia - Septembre 2011 4 novembre 2011 - Intérim - Marcq,Experience
* Recrutement des effectifs de la sélection des profils jusqu’a leur formation,Experience
au sein du service des ressources humaines de,Experience
Equivalent to a High School's Diploma,Education
"Université du littoral Cote d'opale, Calais",Education
communication et vulgarisation (création d'un site,Experience
-Réchauffement et nettoyage des verres optique,Experience
e Aménager un quartier a la Casbah d’Alger.,Experience
- Aide aux devoir,Experience
o Etre en support au service qualité pour l’application de la norme ISO 13485 /2016.,Experience
e Assisting in managing the fundraising database and,Experience
"2020 e Sur la demande de particulier, aide aux éléves de primaire et college a la compréhension de leurs",Experience
"Préparateur de commande, Services dans des Hépitaux, des Banques et des Compagnie d'assurance.",Experience
¢ Anglais;,Skills
"bonnes relations clients et le suivi commercial. Respect du cahier des charges. Garantir la qualité, les délais",Experience
Eugeéne Leroy a Périgueux,Experience
Leclerc — Bailleul,Experience
Zendesk ee,Skills
(Avance),Skills
"utilisation des librairies SFML et OpenGL. Jeu d'échec, RPG, Représentation 3D d'une",Experience
"Rotary Youth Exchange | 2017-2018 | Puebla,",Education
¥Y Inventaires,Skills
el,Skills
"GPA: 4.0/5.0 (15/20) | Courses: Python, SQL, Demand Forecasting, Production Systems (MPS/MRP),",Education
Université de Lorraine,Education
e Doctorat Physique et Chimie : Etude de la résistance a,Experience
e Finalist of the national case competition “CupRussia” (2016),Skills
"e Développement de l'activité commerciale et du multicanal, « Fédére les équipes par de la performance individuelle et",Skills
Participation a deux sessions de formation organisé par le centre IFEDA sous les,Education
depart des camions,Experience
e BAC STT Adnministratif 2005 Lycée Gregor Mendel Vincennes,Education
aérauliques. Analyse fonctionnelle des systemes de chauffage et,Skills
"2020 Master 2 - Communication interculturelle et traduction - Grande Ecole ISIT, Paris",Education
UJM St Etienne - Campus de Roanne,Education
e  Prioriser les taches en cas de « coup de feu »,Skills
e HTML/CSS,Skills
Y Aoit 4 Octobre2012 (3 mois) DIVERSES MISSIONS INTERIM,Experience
Stagiaire,Experience
Serveuse et caissiére : Boulangerie « Le Pétrin d'honoré » a St-Gély-du-Fesc en 2018 (34),Experience
Key Account Management,Skills
2015 : dipl6me de plongeur niveau 1FFESSM et brevet de secourisme,Experience
Juin 2016 CACES r389 cat 3,Education
Assistante administrative et commerciale 09/2017 - 09/2019,Experience
development,Education
"=ions Université Lumiére Lyon II, Lyon (69)",Education
"e Ouvrages réalisés : Construction neuve, rénovation et entretien",Skills
Devops tools :,Skills
Formation de Design UX/UI,Education
ESPAGNOL - A2,Skills
© Mise a jour des documents techniques,Experience
* Suivi du chiffre d’affaire par camion,Experience
d’immeuble paris,Experience
Solly Azar —Lille— 2019 (7 mois),Experience
Juin 2014 : BTS Management des unités commerciales,Education
Les Musiciens Navigateurs,Skills
Aout 2019,Experience
"Sharepoint, Powerpoint,",Skills
Sevres - 2021,Education
e — Altruisme e Fédérateur,Skills
Aux Indes - CDI - 2018 - Actuellement - Lille (59),Experience
O MONGODB,Skills
05/2011 AGENT POLYVALENT EN RESTAURATION,Experience
+ Autonome,Skills
2020 SUPERMARCHER LE CHAMPION,Experience
Modélisation UMLUX design / design thinkingModélisation BPM / langage BPMN,Education
De janvier 2014 a Co-fondateur,Experience
2019-2020,Education
- Suivi du fichier articles.,Experience
Business Transformation Consultant * ADP * (2019 - 2020) « France,Experience
- Remplacement de sonde de dégivrage de chambre froide chez (Mec Donald) a Stains,Experience
Job d'été au siége de Lidl * Juin Aout 2021,Experience
GEODIS,Experience
- Définir la politique commerciale,Experience
du matériel radiographique des dentistes.,Experience
» Analyse et compréhension des besoins,Skills
"2018-2020 FSA Ait Melloul, Morocco",Education
» Analyse et Suivi des Risques,Experience
- Assistante de Gestion PME-PMI - Mascaret Voyage,Experience
* Microsoft Navision /ERP,Skills
« Mise en place écran thermiques + sondes avant et arriére,Experience
INALCO,Education
lutter contre la torture,Experience
au concept de performance QCD,Experience
"gestion des stocks et de l’archivage, conception du 5S, EPI et fournitures de bureau, relais entre le si¢ge et",Experience
2018 maison des personnes Agées Alger,Experience
- Mise sur palettes des cartons et filmage,Experience
2018 (9 mois) ; HUAWEI TECHNOLOGY COMPANY CAMEROUN LIMITED ASSISTANTE,Experience
+ Master Degree 1 in General Management,Education
* professionnelle,Skills
PHARMACIE DU BRAS D'OR,Experience
(oi.,Education
00000,Skills
Akiba | 01/2021- 05/2021,Experience
Attachée Technico Commerciale Batiment et Travaux Publics,Experience
2016 - 2018 ° DUT MESURES PHYSIQUES spécialité Techniques instrumentales,Education
Formation de spécialisation d’ingénieur dans le domaine du génie civil - batiment,Education
"Vente de produits, prestations de services aux professionnels",Experience
"recensement des risques, contréle de la pertinence et de l’application des procédures",Experience
* Effectuer et transmettre les essais matiéres premiéres,Experience
Processus sous visio.,Experience
2016-2009,Experience
* Quadra compta,Skills
"/98/2000/XP/Vista/Windows 7/Serveur 2000, 2003, 2008, Windows 10, Microsoft Office,",Skills
Logiciel : SOLIDWORKS,Experience
Weeee Bi pp,Skills
-Enléve et désactive les antivols des articles,Experience
Licence 2 — Langues étrangéres,Education
elie,Skills
e —Disponibilité,Skills
Employé polyvalente,Experience
"- Management de projet, Stratégie de management, HSE,",Education
Arabe,Skills
Cursus général avec comme choix de spécialités :,Education
2020 Master - Manager en Développement Internationa,Education
e Entretien de parc,Skills
Adjoint contréleur de gestion Niv III via,Education
LOOS Faculté Ingénierie et Management de la Santé (ILIS),Education
années (2018 a 2019),Skills
Décapage - Passivation - Dégraissage Service Oxygéne,Experience
Technical Consultant / IT Manager,Experience
UPJV Amiens (2019 — 2022),Education
Employé de caisse - Leroy Merlin,Experience
Responsable Recrutement & Communication Interne | MONDELEZ MEXIQUE,Experience
"-Associé de direction du camping, accueil des clients",Experience
Détachée chez RENAULT TRUCK DEFENSE : 18 mois d’expérience,Experience
ALMA PROVENCE (ingénierie) C.D.D —_& Administratif et juridique,Experience
Dépannage entretien gaz fioul pompe a chaleur bois,Experience
"recensement militaire, préparation des élections.",Experience
2003 BREVET DES COLLEGES,Education
e Réaprovisionement linges propres,Experience
Management des entrées et sorties du personnel,Skills
Linguistique,Skills
"Juin 2004 BEP Carriéres Sanitaires et Sociale, ACCPAV, Poissy",Education
2011 Technicien en support informatique a la DDCSPP d'Angouléme (16),Experience
e Vente des produits d’assurance,Experience
"Accueil des clients, Service du vin, encaissement, Prise de commande, ouverture et fermeture",Experience
e Régie les équipements et veille a administrativement un parc,Skills
"EDHEC business school, Lille - 2022 / 2026",Education
e Tuber une cheminée.,Skills
-veiller au bon déroulement des passages,Experience
la méthode agile et d'un dépot gitlab.,Experience
* Réalisation / Impression facture,Experience
v Préparation des prestations,Skills
"Réception de commande, vente, affichage prix, mise en rayon",Experience
"> Attestation d’évaluation : couturier, Société SOIE en SOIE, Villeurbanne.",Education
RESPONSABLE DES VENTES,Experience
¢ Rédaction d'articles a destination de l'intranet,Experience
"GESTION : gestion des points de ventes (compte d’exploitation), analyse de l’activité et de la",Skills
Service Info/Réseaux (20 %) :,Experience
Coordonner l'activité d'une équipe (Non évalué),Skills
e Réalisation des recettes fonctionnelles,Experience
réalisée dans chaque entité industrielle.,Experience
e Ta technicien d’atelier,Skills
Pack OFFICE pce,Skills
Pharmacie de la Republique | 2019-2022,Experience
DOMINO Intérim Aix en provence (13),Experience
*2016 :*Gérant supermarché (agent et computable),Experience
e Persuasion et,Skills
Secrétaire médicale Centre européen formation Villeneuve / De septembre 2020,Education
"* Routing & Switching ,Cisco Packet",Skills
e Révision comptable,Experience
2007 - 2009 > Déclarant en douane (CDI) NAGEL Airfreight France Affretement,Experience
Secrétaire,Experience
> Impliquée,Skills
- Contréle auprés des sous-traitants,Experience
Gérant Service transfert d'argents,Experience
2014 Janvier - 28 Février : Analyste ventes Becton Dickinson,Experience
** Laboratoire BOIRON (cariste),Experience
"Production System) sur son ilot et est les différents services (métrologie,",Skills
"Oberschaeffolsheim, l'usine CITAL 2 a Marckolsheim, agrandissement du site",Skills
Juin 2003 : Baccalauréat Section Mathématiques,Education
Péle Formation - UIMM Occitanie | 2021 - 2023,Education
Dessinateur-projeteur en béton armé chez ICAT 4 Pfastatt (Dpt. 68),Experience
(participation 4 la planification et l'administration des candidats).,Experience
Centre Scolaire Notre Dame du Rosaire (Brazzaville),Education
e Winner of the international Council of Europe selection (2017),Skills
WebMark Solutions | Mai - Aotit 2020,Experience
1991-1989 Employée comptabilité chez un artisan,Experience
» Pylone,Skills
Harmonisation de la politique commerciale et marketing Groupe.,Experience
d’éclairage d’extérieur. Coordinateur R&D et chef de projet. Campagnes de lancement de nouveaux,Experience
"d’actions commerciales d’appoint (visites clients, prospection sur liste) sur une zone",Experience
SOP eee ee7s,Education
+ Compte - rendu hebdomadaire au Directeur Technique,Experience
+ Accueil des clients,Experience
2015-2016 Auxiliaire de puéricultrice Créche,Experience
"Technicien méthodes - Contréleur production - Responsable d’équipe, Opérateur régleur.",Experience
2017- : De la préparation a l’envoi (publicité) : Média Poste,Experience
des locaux,Experience
Chauffeur livreur UPS Vitrolles,Experience
Assistante Administrative Polyvalente,Experience
MARS 2018 — MAI 2018 » AGENT LOGISTIQUE » C-DISCOUNT,Experience
“+ BEP dela relation clients et usagers — Lycée des,Education
KORIAN LES ARBELLES,Experience
de septembre 2019 a Aout 2021,Experience
Agent de Propreté et d'Hygiéne,Experience
TRAVAUX PERSONNELS,Experience
familles - Garde d’enfants »,Education
-Gestion de l'accueil et des automates,Experience
DATA AND BUSINESS INTELLIGENCE ANALYST,Experience
e Obtention du baccalauréat économique et sociale.,Education
"Références clients notables : Adobe, Sage, Dell EMC, IBM, Oracle, VMware, PayPal, Euler Hermés,",Experience
- Accueil de la clientéle,Experience
"e Permis B,C et BE",Skills
= Keldoc,Skills
05/2011 - 11/2005 RESPONSABLE DES VENTES,Experience
Je prépare et coordonne tous les travaux,Experience
PREMIERES- CDD,Experience
Dipl6me obtenu,Education
Assistant de communication,Experience
"* Développe une compétence sur le secteur d’activité des clients confiés : concurrence,",Experience
"Lycée Jules Guesde,",Education
Spécialité mathématiques,Education
"Juin 2021 - petits travaux dans une propriété privée, via la",Experience
"FONCTION : SERVICE, PRISE DE COMMANDE",Experience
De 2017 a 2018 Avenir Beauzac Basket Beauzac,Experience
¢ Accueil du public,Experience
des produits et,Skills
"CREDIT AGRICOLE LOIRE HAUTE-LOIRE, Saint-Etienne",Experience
tickets-restaurant a la banque,Experience
* Sociable,Skills
- Rigueur,Experience
Lycée Notre Dame du Grandchamp - Versailles,Education
ANAiS rendez-vous - rendez-vous clients - création du tableur gestion des stocks et comptabilité.,Experience
ASSISTANTE FONCTION SUPPORT | STAGIAIRE | 09/2018 - 07/2019,Experience
"e Accueil, Information et Conseil-client",Experience
> Standard téléphonique,Skills
Louis - févr. 2015 / mars 2015,Experience
Bourse,Experience
D'octobre 2018 a Master 1 en développement local,Education
"matériaux (RDM), calcul",Skills
"FE Adobe Wustrat0, tS SS SS SS",Skills
¢ Conduite de projet,Skills
Déclinaison et promotion de la politique de diversité,Skills
_ Programming languages:,Skills
Oct — Déc 2017 Oo TESTEUR ACOUSTIQUE,Experience
négative moyenne de 5.75%,Experience
"Y Consciencieux, attentif, fiable, minutieux, travailleur, sérieux, dévoué, consacre tous ses",Skills
"FIA Business School (USP-FIA), accréditations AACSB/AMBA. Sao Paulo, Brésil.",Education
information et organisation interne et externe.,Education
Managament eeee,Skills
"= Travaux de paie (saisie des variables, contréle des éléments",Experience
Du 08/01/2007 au 30/09/2007. ~—s - Planéte Saturn a Lyon Cordelier : Chef de rayon téléphonie (Gestion,Experience
Gestion d’un portefeuille client 1.2 millions d’euros,Experience
"e Troubleshooting, repairs and servicing",Experience
pour la réalisation des objectifs productivité MOD annuels.,Experience
= Suivi médical du personnel,Experience
Ouverture et lancement de ce magasin,Experience
® = Certificaction Cambridge,Skills
"vignes, le soleil levant-bat Kyoto 69410 CHAMPAGNE AU MONT",Experience
= Concrétiser la solution technique,Education
"¢ Gestion des projets (plans 2D, 3D, sélection des équipements et des matériaux, DCE,",Experience
Conception d'échangeurs thermiques pour le domaine aéronautique civil & militaire.,Experience
2016,Experience
"Novembre 2018 a Février 2019 : Employé Polyvalent en ITEP, Vi//enave d’Ornon (33)",Experience
* Capacité d'adaptation,Skills
2014 - 2015,Experience
ses outils pour les Assises nationales Patrimoine,Experience
"¢ Java JEE,C Matlab Python ,PHP",Skills
OPERATRICE DE MACHINE,Experience
Institut Supérieur d'Informatique (Dakar),Education
FORMATIONS,Education
Vendeuse prét-a-porter,Experience
- Dépannage informatique et réseaux sur la ville de Romilly pour les enseignes,Experience
Adaptabilité,Skills
continue,Experience
e Sens du service client.,Skills
ABYV 2017-2021: Assistant logistique,Experience
Bachelor Digital Marketing - Communication / EIMP Paris,Education
Responsable global des sujets supply chain dans le Systeme de,Experience
-Maitrise les machines et,Skills
“ Prise en charge des patients,Experience
"pro, iMovie, Cap Cut, In shot,",Skills
1975 : BEPC,Education
- 1 entretien de réintégration,Experience
CPU-GPU-FPGA,Experience
03/2021 — 08/2022 Hydrogéotechnique,Experience
- Anticipation et gestion des priorités sur les flux entrants en réception en tenant compte des capacités de,Experience
BUT Génie Biologique Sciences de,Education
fi Premiere Pro,Skills
"Création d’ outils statistiques, d’ analyses et de suivi afin d’améliorer et optimiser la performance commerciale dont élaboration d’un outil de suivi des",Skills
France 2019,Experience
"v¥ Développement des compétences: bilan de compétences, utilisation du test P.A.P.I.,",Skills
De décembre 2014 a janvier 2015 Chateau dranem Ris-Orangis,Experience
e Déterminer les besoins de stockage en fonction du service commercial.,Experience
+ Projet événementiel étudiant - |UT Nimes - 2015,Experience
chiffres.,Skills
Motor Parts - Juin 2009 a avril 2011 - CDI - Wasquehal,Experience
e@ 2010 - 2016 : Math and Sciences,Education
"2017-2020 : Lycée Gabriel Fauré a Paris 75013, Dipl6me du Bac ES",Education
Archivage des dossiers et des documents relatifs au,Experience
09/2009 FEMME DE MENAGE,Experience
© Anglais,Skills
2020-2mois Amazon,Experience
Manufacturing (WCM)/Lean Manufacturing,Experience
